Segment ID,Child ID,Classification
434,002,1
435,002,1
436,002,1
437,002,1
438,002,1
439,002,1
440,002,1
441,002,1
442,002,1
443,002,1
444,002,1
445,002,1
446,002,1
447,002,1
448,002,1
449,002,1
450,002,1
451,002,1
452,002,1
453,002,1
454,002,1
455,002,1
456,002,1
457,002,1
458,002,1
459,002,1
460,002,1
461,002,1
462,002,1
463,002,1
464,002,1
465,002,1
466,002,1
467,002,1
468,002,1
469,002,1
470,002,1
471,002,1
472,002,1
473,002,1
474,002,1
475,002,1
476,002,1
477,002,1
478,002,1
479,002,1
480,002,1
481,002,1
482,002,1
483,002,1
484,002,1
485,002,1
486,002,1
487,002,1
488,002,1
489,002,1
490,002,1
491,002,1
492,002,1
493,002,1
494,002,1
495,002,1
496,002,1
497,002,1
498,002,1
499,002,1
500,002,1
501,002,1
502,002,1
503,002,1
504,002,1
505,002,1
506,002,1
507,002,1
508,002,1
509,002,1
510,002,1
511,002,1
512,002,1
513,002,1
514,002,1
515,002,1
516,002,1
517,002,1
518,002,1
519,002,1
520,002,1
521,002,1
522,002,1
523,002,1
524,002,1
525,002,1
526,002,1
527,002,1
528,002,1
529,002,1
530,002,1
531,002,1
532,002,1
533,002,1
534,002,1
535,002,1
536,002,1
537,002,1
538,002,1
539,002,1
540,002,1
541,002,1
542,002,1
543,002,1
544,002,1
545,002,1
546,002,1
547,002,1
548,002,1
549,002,1
550,002,1
551,002,1
552,002,1
553,002,1
554,002,1
555,002,1
556,002,1
557,002,1
558,002,1
559,002,1
560,002,1
561,002,1
562,002,1
563,002,1
564,002,1
565,002,1
566,002,1
567,002,1
568,002,1
569,002,1
570,002,1
571,002,1
572,002,1
573,002,1
574,002,1
575,002,1
576,002,1
577,002,1
578,002,1
579,002,1
580,002,1
581,002,1
582,002,1
583,002,1
584,002,1
585,002,1
586,002,1
587,002,1
588,002,1
589,002,1
590,002,1
591,002,1
592,002,1
593,002,1
594,002,1
595,002,1
596,002,1
597,002,1
598,002,1
599,002,1
600,002,1
601,002,1
602,002,1
603,002,1
604,002,1
605,002,1
606,002,1
607,002,1
608,002,1
609,002,1
610,002,1
611,002,1
612,002,1
613,002,1
614,002,1
615,002,1
616,002,1
617,002,1
618,002,1
619,002,1
620,002,1
621,002,1
622,002,1
623,002,1
624,002,1
625,002,1
626,002,1
627,002,1
628,002,1
629,002,1
630,002,1
631,002,1
632,002,1
633,002,1
634,002,1
635,002,1
636,002,1
637,002,1
638,002,1
639,002,1
640,002,1
641,002,1
642,002,1
643,002,1
644,002,1
645,002,1
646,002,1
647,002,1
648,002,1
649,002,1
650,002,1
651,002,1
652,002,1
653,002,1
654,002,1
655,002,1
656,002,1
657,002,1
658,002,1
659,002,1
660,002,1
661,002,1
662,002,1
663,002,1
664,002,1
665,002,1
666,002,1
667,002,1
668,002,1
669,002,1
670,002,1
671,002,1
672,002,1
673,002,1
674,002,1
675,002,1
676,002,1
677,002,1
678,002,1
679,002,1
680,002,1
681,002,1
682,002,1
683,002,1
684,002,1
685,002,1
686,002,1
687,002,1
688,002,1
689,002,1
690,002,1
691,002,1
692,002,1
693,002,1
694,002,1
695,002,1
696,002,1
697,002,1
698,002,1
699,002,1
700,002,1
701,002,1
702,002,1
703,002,1
704,002,1
705,002,1
706,002,1
707,002,1
708,002,1
709,002,1
710,002,1
711,002,1
712,002,1
713,002,1
714,002,1
715,002,1
716,002,1
717,002,1
718,002,1
719,002,1
720,002,1
721,002,1
722,002,1
723,002,1
724,002,1
725,002,1
726,002,1
727,002,1
728,002,1
729,002,1
730,002,1
731,002,1
732,002,1
733,002,1
734,002,1
735,002,1
736,002,1
737,002,1
738,002,1
739,002,1
740,002,1
741,002,1
742,002,1
743,002,1
744,002,1
745,002,1
746,002,1
747,002,1
748,002,1
749,002,1
750,002,1
751,002,1
752,002,1
753,002,1
754,002,1
755,002,1
756,002,1
757,002,1
758,002,1
759,002,1
760,002,1
761,002,1
762,002,1
763,002,1
764,002,1
765,002,1
766,002,1
767,002,1
768,002,1
769,002,1
770,002,1
771,002,1
772,002,1
773,002,1
774,002,1
775,002,1
776,002,1
777,002,1
778,002,1
779,002,1
780,002,1
781,002,1
782,002,1
783,002,1
784,002,1
785,002,1
786,002,1
787,002,1
788,002,1
789,002,1
790,002,1
791,002,1
792,002,1
793,002,1
794,002,1
795,002,1
796,002,1
797,002,1
798,002,1
799,002,1
800,002,1
801,002,1
802,002,1
803,002,1
804,002,1
805,002,1
806,002,1
807,002,1
808,002,1
809,002,1
810,002,1
811,002,1
812,002,1
813,002,1
814,002,1
815,002,1
816,002,1
817,002,1
818,002,1
819,002,1
820,002,1
821,002,1
822,002,1
823,002,1
824,002,1
825,002,1
826,002,1
827,002,1
828,002,1
829,002,1
830,002,1
831,002,1
832,002,1
833,002,1
834,002,1
835,002,1
836,002,1
837,002,1
838,002,1
839,002,1
840,002,1
841,002,1
842,002,1
843,002,1
844,002,1
845,002,1
846,002,1
847,002,1
848,002,1
849,002,1
850,002,1
851,002,1
852,002,1
853,002,1
854,002,1
855,002,1
856,002,1
857,002,1
858,002,1
859,002,1
860,002,1
861,002,1
862,002,1
863,002,1
864,002,1
865,002,1
866,002,1
867,002,1
868,002,1
869,002,1
870,002,1
871,002,1
872,002,1
873,002,1
874,002,1
875,002,1
876,002,1
877,002,1
878,002,1
879,002,1
880,002,1
881,002,1
882,002,1
883,002,1
884,002,1
885,002,1
886,002,1
887,002,1
888,002,1
889,002,1
890,002,1
891,002,1
892,002,1
893,002,1
894,002,1
895,002,1
896,002,1
897,002,1
898,002,1
899,002,1
900,002,1
901,002,1
902,002,1
903,002,1
904,002,1
905,002,1
906,002,1
907,002,1
908,002,1
909,002,1
910,002,1
911,002,1
912,002,1
913,002,1
914,002,1
915,002,1
916,002,1
917,002,1
918,002,1
919,002,1
920,002,1
921,002,1
922,002,1
923,002,1
924,002,1
925,002,1
926,002,1
927,002,1
928,002,1
929,002,1
930,002,1
931,002,1
932,002,1
933,002,1
934,002,1
935,002,1
936,002,1
937,002,1
938,002,1
939,002,1
940,002,1
941,002,1
942,002,1
943,002,1
944,002,1
945,002,1
946,002,1
947,002,1
948,002,1
949,002,1
950,002,1
951,002,1
952,002,1
953,002,1
954,002,1
955,002,1
956,002,1
957,002,1
958,002,1
959,002,1
960,002,1
961,002,1
962,002,1
963,002,1
964,002,1
965,002,1
966,002,1
967,002,1
968,002,1
969,002,1
970,002,1
971,002,1
972,002,1
973,002,1
974,002,1
975,002,1
976,002,1
977,002,1
978,002,1
979,002,1
980,002,1
981,002,1
982,002,1
983,002,1
984,002,1
985,002,1
986,002,1
987,002,1
988,002,1
989,002,1
990,002,1
991,002,1
992,002,1
993,002,1
994,002,1
995,002,1
996,002,1
997,002,1
998,002,1
999,002,1
1000,002,1
1001,002,1
1002,002,1
1003,002,1
1004,002,1
1005,002,1
1006,002,1
1007,002,1
1008,002,1
1009,002,1
1010,002,1
1011,002,1
1012,002,1
1013,002,1
1014,002,1
1015,002,1
1016,002,1
1017,002,1
1018,002,1
1019,002,1
1020,002,1
1021,002,1
1022,002,1
1023,002,1
1024,002,1
1025,002,1
1026,002,1
1027,002,1
1028,002,1
1029,002,1
1030,002,1
1031,002,1
1032,002,1
1033,002,1
1034,002,1
1035,002,1
1036,002,1
1037,002,1
1038,002,1
1039,002,1
1040,002,1
1041,002,1
1042,002,1
1043,002,1
1044,002,1
1045,002,1
1046,002,1
1047,002,1
1048,002,1
1049,002,1
1050,002,1
1051,002,1
1052,002,1
1053,002,1
1054,002,1
1055,002,1
1056,002,1
1057,002,1
1058,002,1
1059,002,1
1060,002,1
1061,002,1
1062,002,1
1063,002,1
1064,002,1
1065,002,1
1066,002,1
1067,002,1
1068,002,1
1069,002,1
1070,002,1
1071,002,1
1072,002,1
1073,002,1
1074,002,1
1075,002,1
1076,002,1
1077,002,1
1078,002,1
1079,002,1
1080,002,1
1081,002,1
1082,002,1
1083,002,1
1084,002,1
1085,002,1
1086,002,1
1087,002,1
1088,002,1
1089,002,1
1090,002,1
1091,002,1
1092,002,1
1093,002,1
1094,002,1
1095,002,1
1096,002,1
1097,002,1
1098,002,1
1099,002,1
1100,002,1
1101,002,1
1102,002,1
1103,002,1
1104,002,1
1105,002,1
1106,002,1
1107,002,1
1108,002,1
1109,002,1
1110,002,1
1111,002,1
1112,002,1
1113,002,1
1114,002,1
1115,002,1
1116,002,1
1117,002,1
1118,002,1
1119,002,1
1120,002,1
1121,002,1
1122,003,0
1123,003,0
1124,003,0
1125,003,0
1126,003,0
1127,003,0
1128,003,0
1129,003,0
1130,003,0
1131,003,0
1132,003,0
1133,003,0
1134,003,0
1135,003,0
1136,003,0
1137,003,0
1138,003,0
1139,003,0
1140,003,0
1141,003,0
1142,003,0
1143,003,0
1144,003,0
1145,003,0
1146,003,0
1147,003,0
1148,003,0
1149,003,0
1150,003,0
1151,003,0
1152,003,0
1153,003,0
1154,003,0
1155,003,0
1156,003,0
1157,003,0
1158,003,0
1159,003,0
1160,003,0
1161,003,0
1162,003,0
1163,003,0
1164,003,0
1165,003,0
1166,003,0
1167,003,0
1168,003,0
1169,003,0
1170,003,0
1171,003,0
1172,003,0
1173,003,0
1174,003,0
1175,003,0
1176,003,0
1177,003,0
1178,003,0
1179,003,0
1180,003,0
1181,003,0
1182,003,0
1183,003,0
1184,003,0
1185,003,0
1186,003,0
1187,003,0
1188,003,0
1189,003,0
1190,003,0
1191,003,0
1192,003,0
1193,003,0
1194,003,0
1195,003,0
1196,003,0
1197,003,0
1198,003,0
1199,003,0
1200,003,0
1201,003,0
1202,003,0
1203,003,0
1204,003,0
1205,003,0
1206,003,0
1207,003,0
1208,003,0
1209,003,0
1210,003,0
1211,003,0
1212,003,0
1213,003,0
1214,003,0
1215,003,0
1216,003,0
1217,003,0
1218,003,0
1219,003,0
1220,003,0
1221,003,0
1222,003,0
1223,003,0
1224,003,0
1225,003,0
1226,003,0
1227,003,0
1228,003,0
1229,003,0
1230,003,0
1231,003,0
1232,003,0
1233,003,0
1234,003,0
1235,003,0
1236,003,0
1237,003,0
1238,003,0
1239,003,0
1240,003,0
1241,003,0
1242,003,0
1243,003,0
1244,003,0
1245,003,0
1246,003,0
1247,003,0
1248,003,0
1249,003,0
1250,003,0
1251,003,0
1252,003,0
1253,003,0
1254,003,0
1255,003,0
1256,003,0
1257,003,0
1258,003,0
1259,003,0
1260,003,0
1261,003,0
1262,003,0
1263,003,0
1264,003,0
1265,003,0
1266,003,0
1267,003,0
1268,003,0
1269,003,0
1270,003,0
1271,003,0
1272,003,0
1273,003,0
1274,003,0
1275,003,0
1276,003,0
1277,003,0
1278,003,0
1279,003,0
1280,003,0
1281,003,0
1282,003,0
1283,003,0
1284,003,0
1285,003,0
1286,003,0
1287,003,0
1288,003,0
1289,003,0
1290,003,0
1291,003,0
1292,003,0
1293,003,0
1294,003,0
1295,003,0
1296,003,0
1297,003,0
1298,003,0
1299,003,0
1300,003,0
1301,003,0
1302,003,0
1303,003,0
1304,003,0
1305,003,0
1306,003,0
1307,003,0
1308,003,0
1309,003,0
1310,003,0
1311,003,0
1312,003,0
1313,003,0
1314,003,0
1315,003,0
1316,003,0
1317,003,0
1318,003,0
1319,003,0
1320,003,0
1321,003,0
1322,003,0
1323,003,0
1324,003,0
1325,003,0
1326,003,0
1327,003,0
1328,003,0
1329,003,0
1330,003,0
1331,003,0
1332,003,0
1333,003,0
1334,003,0
1335,003,0
1336,003,0
1337,003,0
1338,003,0
1339,003,0
1340,003,0
1341,003,0
1342,003,0
1343,003,0
1344,003,0
1345,003,0
1346,003,0
1347,003,0
1348,003,0
1349,003,0
1350,003,0
1351,003,0
1352,003,0
1353,003,0
1354,003,0
1355,003,0
1356,003,0
1357,003,0
1358,003,0
1359,003,0
1360,003,0
1361,003,0
1362,003,0
1363,003,0
1364,003,0
1365,003,0
1366,003,0
1367,003,0
1368,003,0
1369,003,0
1370,003,0
1371,003,0
1372,003,0
1373,003,0
1374,003,0
1375,003,0
1376,003,0
1377,003,0
1378,003,0
1379,003,0
1380,003,0
1381,003,0
1382,003,0
1383,003,0
1384,003,0
1385,003,0
1386,003,0
1387,003,0
1388,003,0
1389,003,0
1390,003,0
1391,003,0
1392,003,0
1393,003,0
1394,003,0
1395,003,0
1396,003,0
1397,003,0
1398,003,0
1399,003,0
1400,003,0
1401,003,0
1402,003,0
1403,003,0
1404,003,0
1405,003,0
1406,003,0
1407,003,0
1408,003,0
1409,003,0
1410,003,0
1411,003,0
1412,003,0
1413,003,0
1414,003,0
1415,003,0
1416,003,0
1417,003,0
1418,003,0
1419,003,0
1420,003,0
1421,003,0
1422,003,0
1423,003,0
1424,003,0
1425,003,0
1426,003,0
1427,003,0
1428,003,0
1429,003,0
1430,003,0
1431,003,0
1432,003,0
1433,003,0
1434,003,0
1435,003,0
1436,003,0
1437,003,0
1438,003,0
1439,003,0
1440,003,0
1441,003,0
1442,003,0
1443,003,0
1444,003,0
1445,003,0
1446,003,0
1447,003,0
1448,003,0
1449,003,0
1450,003,0
1451,003,0
1452,003,0
1453,003,0
1454,003,0
1455,003,0
1456,003,0
1457,003,0
1458,003,0
1459,003,0
1460,003,0
1461,003,0
1462,003,0
1463,003,0
1464,003,0
1465,003,0
1466,003,0
1467,003,0
1468,003,0
1469,003,0
1470,004,1
1471,004,1
1472,004,1
1473,004,1
1474,004,1
1475,004,1
1476,004,1
1477,004,1
1478,004,1
1479,004,1
1480,004,1
1481,004,1
1482,004,1
1483,004,1
1484,004,1
1485,004,1
1486,004,1
1487,004,1
1488,004,1
1489,004,1
1490,004,1
1491,004,1
1492,004,1
1493,004,1
1494,004,1
1495,004,1
1496,004,1
1497,004,1
1498,004,1
1499,004,1
1500,004,1
1501,004,1
1502,004,1
1503,004,1
1504,004,1
1505,004,1
1506,004,1
1507,004,1
1508,004,1
1509,004,1
1510,004,1
1511,004,1
1512,004,1
1513,004,1
1514,004,1
1515,004,1
1516,004,1
1517,004,1
1518,004,1
1519,004,1
1520,004,1
1521,004,1
1522,004,1
1523,004,1
1524,004,1
1525,004,1
1526,004,1
1527,004,1
1528,004,1
1529,004,1
1530,004,1
1531,004,1
1532,004,1
1533,004,1
1534,004,1
1535,004,1
1536,004,1
1537,004,1
1538,004,1
1539,004,1
1540,004,1
1541,004,1
1542,004,1
1543,004,1
1544,004,1
1545,004,1
1546,004,1
1547,004,1
1548,004,1
1549,004,1
1550,004,1
1551,004,1
1552,004,1
1553,004,1
1554,004,1
1555,004,1
1556,004,1
1557,004,1
1558,004,1
1559,004,1
1560,004,1
1561,004,1
1562,004,1
1563,004,1
1564,004,1
1565,004,1
1566,004,1
1567,004,1
1568,004,1
1569,004,1
1570,004,1
1571,004,1
1572,004,1
1573,004,1
1574,004,1
1575,004,1
1576,004,1
1577,004,1
1578,004,1
1579,004,1
1580,004,1
1581,004,1
1582,004,1
1583,004,1
1584,004,1
1585,004,1
1586,004,1
1587,004,1
1588,004,1
1589,004,1
1590,004,1
1591,004,1
1592,004,1
1593,004,1
1594,004,1
1595,004,1
1596,004,1
1597,004,1
1598,004,1
1599,004,1
1600,004,1
1601,004,1
1602,004,1
1603,004,1
1604,004,1
1605,004,1
1606,004,1
1607,004,1
1608,004,1
1609,004,1
1610,004,1
1611,004,1
1612,004,1
1613,004,1
1614,004,1
1615,004,1
1616,004,1
1617,004,1
1618,004,1
1619,004,1
1620,004,1
1621,004,1
1622,004,1
1623,004,1
1624,004,1
1625,004,1
1626,004,1
1627,004,1
1628,004,1
1629,004,1
1630,004,1
1631,004,1
1632,004,1
1633,004,1
1634,004,1
1635,004,1
1636,004,1
1637,004,1
1638,004,1
1639,004,1
1640,004,1
1641,004,1
1642,004,1
1643,004,1
1644,004,1
1645,004,1
1646,004,1
1647,004,1
1648,004,1
1649,004,1
1650,004,1
1651,004,1
1652,004,1
1653,004,1
1654,004,1
1655,004,1
1656,004,1
1657,004,1
1658,004,1
1659,004,1
1660,004,1
1661,004,1
1662,004,1
1663,004,1
1664,004,1
1665,004,1
1666,004,1
1667,004,1
1668,004,1
1669,004,1
1670,004,1
1671,004,1
1672,004,1
1673,004,1
1674,004,1
1675,004,1
1676,004,1
1677,004,1
1678,004,1
1679,004,1
1680,004,1
1681,004,1
1682,004,1
1683,004,1
1684,004,1
1685,004,1
1686,004,1
1687,004,1
1688,004,1
1689,004,1
1690,004,1
1691,004,1
1692,004,1
1693,004,1
1694,004,1
1695,004,1
1696,004,1
1697,004,1
1698,004,1
1699,004,1
1700,004,1
1701,004,1
1702,004,1
1703,004,1
1704,004,1
1705,004,1
1706,004,1
1707,004,1
1708,004,1
1709,004,1
1710,004,1
1711,004,1
1712,004,1
1713,004,1
1714,004,1
1715,004,1
1716,004,1
1717,004,1
1718,004,1
1719,004,1
1720,004,1
1721,004,1
1722,004,1
1723,004,1
1724,004,1
1725,004,1
1726,004,1
1727,004,1
1728,004,1
1729,004,1
1730,004,1
1731,004,1
1732,004,1
1733,004,1
1734,004,1
1735,004,1
1736,004,1
1737,004,1
1738,004,1
1739,004,1
1740,004,1
1741,004,1
1742,004,1
1743,004,1
1744,004,1
1745,004,1
1746,004,1
1747,004,1
1748,004,1
1749,004,1
1750,004,1
1751,004,1
1752,004,1
1753,004,1
1754,004,1
1755,004,1
1756,004,1
1757,004,1
1758,004,1
1759,004,1
1760,004,1
1761,004,1
1762,004,1
1763,004,1
1764,004,1
1765,004,1
1766,004,1
1767,004,1
1768,004,1
1769,004,1
1770,004,1
1771,004,1
1772,004,1
1773,004,1
1774,004,1
1775,004,1
1776,004,1
1777,004,1
1778,004,1
1779,004,1
1780,004,1
1781,004,1
1782,004,1
1783,004,1
1784,004,1
1785,004,1
1786,004,1
1787,004,1
1788,004,1
1789,004,1
1790,004,1
1791,004,1
1792,004,1
1793,004,1
1794,004,1
1795,004,1
1796,004,1
1797,004,1
1798,004,1
1799,004,1
1800,004,1
1801,004,1
1802,004,1
1803,004,1
1804,004,1
1805,004,1
1806,004,1
1807,004,1
1808,004,1
1809,004,1
1810,004,1
1811,004,1
1812,004,1
1813,004,1
1814,004,1
1815,004,1
1816,004,1
1817,004,1
1818,004,1
1819,004,1
1820,004,1
1821,004,1
1822,004,1
1823,004,1
1824,004,1
1825,004,1
1826,004,1
1827,004,1
1828,004,1
1829,004,1
1830,004,1
1831,004,1
1832,004,1
1833,004,1
1834,004,1
1835,004,1
1836,004,1
1837,004,1
1838,004,1
1839,004,1
1840,004,1
1841,004,1
1842,004,1
1843,004,1
1844,004,1
1845,004,1
1846,004,1
1847,004,1
1848,004,1
1849,004,1
1850,004,1
1851,004,1
1852,004,1
1853,004,1
1854,004,1
1855,004,1
1856,004,1
1857,004,1
1858,004,1
1859,004,1
1860,004,1
1861,004,1
1862,004,1
1863,005,1
1864,005,1
1865,005,1
1866,005,1
1867,005,1
1868,005,1
1869,005,1
1870,005,1
1871,005,1
1872,005,1
1873,005,1
1874,005,1
1875,005,1
1876,005,1
1877,005,1
1878,005,1
1879,005,1
1880,005,1
1881,005,1
1882,005,1
1883,005,1
1884,005,1
1885,005,1
1886,005,1
1887,005,1
1888,005,1
1889,005,1
1890,005,1
1891,005,1
1892,005,1
1893,005,1
1894,005,1
1895,005,1
1896,005,1
1897,005,1
1898,005,1
1899,005,1
1900,005,1
1901,005,1
1902,005,1
1903,005,1
1904,005,1
1905,005,1
1906,005,1
1907,005,1
1908,005,1
1909,005,1
1910,005,1
1911,005,1
1912,005,1
1913,005,1
1914,005,1
1915,005,1
1916,005,1
1917,005,1
1918,005,1
1919,005,1
1920,005,1
1921,005,1
1922,005,1
1923,005,1
1924,005,1
1925,005,1
1926,005,1
1927,005,1
1928,005,1
1929,005,1
1930,005,1
1931,005,1
1932,005,1
1933,005,1
1934,005,1
1935,005,1
1936,005,1
1937,005,1
1938,005,1
1939,005,1
1940,005,1
1941,005,1
1942,005,1
1943,005,1
1944,005,1
1945,005,1
1946,005,1
1947,005,1
1948,005,1
1949,005,1
1950,005,1
1951,005,1
1952,005,1
1953,005,1
1954,005,1
1955,005,1
1956,005,1
1957,005,1
1958,005,1
1959,005,1
1960,005,1
1961,005,1
1962,005,1
1963,005,1
1964,005,1
1965,005,1
1966,005,1
1967,005,1
1968,005,1
1969,005,1
1970,005,1
1971,005,1
1972,005,1
1973,005,1
1974,005,1
1975,005,1
1976,005,1
1977,005,1
1978,005,1
1979,005,1
1980,005,1
1981,005,1
1982,005,1
1983,005,1
1984,005,1
1985,005,1
1986,005,1
1987,005,1
1988,005,1
1989,005,1
1990,005,1
1991,005,1
1992,005,1
1993,005,1
1994,005,1
1995,005,1
1996,005,1
1997,005,1
1998,005,1
1999,005,1
2000,005,1
2001,005,1
2002,005,1
2003,005,1
2004,005,1
2005,005,1
2006,005,1
2007,005,1
2008,005,1
2009,005,1
2010,005,1
2011,005,1
2012,005,1
2013,005,1
2014,005,1
2015,005,1
2016,005,1
2017,005,1
2018,005,1
2019,005,1
2020,005,1
2021,005,1
2022,005,1
2023,005,1
2024,005,1
2025,005,1
2026,005,1
2027,005,1
2028,005,1
2029,005,1
2030,005,1
2031,005,1
2032,005,1
2033,005,1
2034,005,1
2035,005,1
2036,005,1
2037,005,1
2038,005,1
2039,005,1
2040,005,1
2041,005,1
2042,005,1
2043,005,1
2044,005,1
2045,005,1
2046,005,1
2047,005,1
2048,005,1
2049,005,1
2050,005,1
2051,005,1
2052,005,1
2053,005,1
2054,005,1
2055,005,1
2056,005,1
2057,005,1
2058,005,1
2059,005,1
2060,005,1
2061,005,1
2062,005,1
2063,005,1
2064,005,1
2065,005,1
2066,005,1
2067,005,1
2068,005,1
2069,005,1
2070,005,1
2071,005,1
2072,005,1
2073,005,1
2074,005,1
2075,005,1
2076,005,1
2077,005,1
2078,005,1
2079,005,1
2080,005,1
2081,005,1
2082,005,1
2083,005,1
2084,005,1
2085,005,1
2086,005,1
2087,005,1
2088,005,1
2089,005,1
2090,005,1
2091,005,1
2092,005,1
2093,005,1
2094,005,1
2095,005,1
2096,005,1
2097,005,1
2098,005,1
2099,005,1
2100,005,1
2101,005,1
2102,005,1
2103,005,1
2104,005,1
2105,005,1
2106,005,1
2107,005,1
2108,005,1
2109,005,1
2110,005,1
2111,005,1
2112,005,1
2113,005,1
2114,005,1
2115,005,1
2116,005,1
2117,005,1
2118,005,1
2119,005,1
2120,005,1
2121,005,1
2122,005,1
2123,005,1
2124,005,1
2125,005,1
2126,005,1
2127,005,1
2128,005,1
2129,005,1
2130,005,1
2131,005,1
2132,005,1
2133,005,1
2134,005,1
2135,005,1
2136,005,1
2137,005,1
2138,005,1
